Player,Season,Lg,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jarrett Allen,Career,NBA,266.0,201.0,25.0,4.1,6.6,0.614,0.1,0.3,0.205,4.0,6.3,0.633,0.618,2.4,3.4,0.696,2.6,5.6,8.1,1.3,0.5,1.4,1.2,2.1,10.6
Jerome Allen,Career,NBA,117.0,1.0,11.2,1.0,2.8,0.35,0.3,1.1,0.317,0.6,1.7,0.37,0.41100000000000003,0.6,0.9,0.63,0.3,0.8,1.1,1.7,0.4,0.1,0.9,1.1,2.9
Kadeem Allen,Career,NBA,47.0,2.0,13.6,1.9,4.4,0.435,0.5,1.3,0.349,1.4,3.1,0.47200000000000003,0.488,1.2,1.6,0.757,0.3,1.2,1.5,2.3,0.5,0.2,0.9,1.4,5.5
Lavoy Allen,Career,NBA,388.0,87.0,17.8,2.1,4.5,0.47100000000000003,0.0,0.0,0.133,2.1,4.5,0.474,0.47200000000000003,0.5,0.7,0.682,1.8,2.9,4.8,1.0,0.3,0.6,0.7,1.8,4.8
Lucius Allen,Career,NBA,702.0,,28.7,5.5,11.9,0.46299999999999997,,,,,,,,2.3,3.1,0.76,1.0,2.3,3.1,4.5,1.5,0.3,2.3,2.6,13.4
Malik Allen,Career,NBA,478.0,125.0,15.2,2.2,4.9,0.439,0.0,0.0,0.188,2.2,4.9,0.441,0.44,0.5,0.7,0.778,1.0,1.9,2.8,0.5,0.3,0.5,0.7,1.9,4.9
Randy Allen,Career,NBA,70,6,11.3,1.6,3.7,0.442,0.0,0.1,0.0,1.6,3.6,0.456,0.442,0.3,0.6,0.5329999999999999,0.7,1.3,2.1,0.3,0.2,0.3,0.4,1.6,3.6
Ray Allen,Career,NBA,1300.0,1149.0,35.6,6.6,14.6,0.452,2.3,5.7,0.4,4.3,8.9,0.485,0.53,3.4,3.8,0.894,0.9,3.1,4.1,3.4,1.1,0.2,2.1,2.2,18.9
Tony Allen,Career,NBA,820.0,441.0,22.0,3.2,6.6,0.475,0.2,0.5,0.282,3.0,6.1,0.49200000000000005,0.48700000000000004,1.7,2.3,0.7090000000000001,1.2,2.3,3.5,1.3,1.4,0.4,1.4,2.4,8.1
Willie Allen,Career,ABA,7,,4.3,0.6,1.9,.308,0.0,0.0,,0.6,1.9,.308,.308,0.7,0.9,.833,0.6,1.4,2.0,0.6,,,0.9,1.6,1.9
Odis Allison,Career,NBA,36,,4.6,0.5,2.2,0.218,,,,,,,,0.9,1.7,0.541,,,1.3,0.3,,,,0.9,1.9
Lance Allred,Career,NBA,3,0,3.3,0.3,1.3,0.25,0.0,0.0,,0.3,1.3,0.25,0.25,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0
Darrell Allums,Career,NBA,22,,12.5,1.0,3.0,0.34299999999999997,0.0,0.0,0.0,1.0,3.0,0.348,0.34299999999999997,0.6,1.0,0.591,0.9,2.1,3.0,1.1,0.2,0.4,1.0,2.3,2.7
Morris Almond,Career,NBA,38,1,9.5,1.1,3.0,.381,0.2,0.6,.292,0.9,2.3,.404,.412,0.7,0.9,.743,0.3,0.9,1.2,0.3,0.3,0.1,0.5,1.1,3.1
Derrick Alston,Career,NBA,139.0,42.0,19.1,2.3,4.7,0.489,0.0,0.1,0.14300000000000002,2.3,4.6,0.493,0.49,0.8,1.7,0.48700000000000004,1.6,2.1,3.8,0.7,0.7,0.6,0.8,2.1,5.4
Rafer Alston,Career,NBA,671,452,28.9,3.7,9.5,.383,1.5,4.2,.354,2.2,5.3,.407,.461,1.3,1.8,.729,0.4,2.5,2.8,4.8,1.2,0.2,1.8,2.1,10.1
Peter Aluma,Career,NBA,2,0,2.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,1.0,2.0,1.0
John Amaechi,Career,NBA,294,93,16.4,2.3,5.6,.403,0.0,0.0,.077,2.3,5.6,.405,.403,1.7,2.6,.671,0.8,1.8,2.6,0.8,0.3,0.3,1.3,1.7,6.2
Ashraf Amaya,Career,NBA,85.0,34.0,14.7,1.6,3.4,0.455,0.0,0.0,0.5,1.6,3.4,0.455,0.457,1.3,2.1,0.633,1.6,2.6,4.2,0.4,0.3,0.2,0.8,2.1,4.5
Al-Farouq Aminu,Career,NBA,706.0,445.0,25.0,2.8,6.6,0.42,0.8,2.3,0.33299999999999996,2.0,4.3,0.46799999999999997,0.479,1.3,1.7,0.746,1.4,4.7,6.0,1.2,1.0,0.6,1.2,1.8,7.6
Lou Amundson,Career,NBA,428.0,42.0,12.9,1.5,3.2,0.474,0.0,0.0,0.0,1.5,3.2,0.475,0.474,0.6,1.4,0.444,1.5,2.1,3.6,0.4,0.4,0.7,0.7,2.0,3.7
Bob Anderegg,Career,NBA,33,,11.3,1.7,4.3,0.385,,,,,,,,0.7,1.3,0.5479999999999999,,,2.1,0.9,,,,1.0,4.0
Chris Andersen,Career,NBA,695,45,17.7,1.9,3.6,.532,0.0,0.1,.221,1.9,3.5,.541,.535,1.5,2.3,.654,1.7,3.3,5.0,0.5,0.4,1.4,0.7,1.9,5.4
David Andersen,Career,NBA,103.0,0.0,12.3,2.0,4.5,0.44,0.3,1.0,0.34700000000000003,1.6,3.5,0.467,0.478,0.6,0.9,0.674,0.7,2.1,2.8,0.6,0.2,0.2,0.6,1.5,4.9
Alan Anderson,Career,NBA,330,66,20.6,2.6,6.3,.405,1.0,2.9,.344,1.6,3.4,.457,.484,1.2,1.5,.816,0.5,1.7,2.2,1.1,0.6,0.1,0.9,1.8,7.3
Andrew Anderson,Career,ABA,194.0,,24.7,4.1,10.1,0.41,0.1,0.3,0.159,4.1,9.8,0.418,0.413,2.4,3.2,0.755,1.6,1.4,2.7,1.7,,,1.6,2.4,10.7
Antonio Anderson,Career,NBA,1,0,15.0,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,0.33299999999999996,0.33299999999999996,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
Cliff Anderson,Career,TOT,84.0,,7.2,0.9,2.5,0.354,0.0,0.0,,0.9,2.5,0.354,0.354,1.3,2.2,0.585,0.3,1.0,1.3,0.9,,,1.0,1.3,3.0
Dan Anderson,Career,ABA,140.0,,28.8,4.9,10.2,0.48100000000000004,0.0,0.0,,4.9,10.2,0.48100000000000004,0.48100000000000004,2.4,3.4,0.727,3.5,5.9,9.4,1.1,,,1.5,3.6,12.2
Dan Anderson,Career,NBA,95,,11.2,1.4,3.0,0.47200000000000003,,,,,,,,0.8,1.0,0.846,0.2,0.7,1.0,1.7,0.4,0.0,,1.1,3.7
Derek Anderson,Career,NBA,615.0,390.0,29.2,3.9,9.6,0.408,1.0,3.1,0.341,2.9,6.6,0.44,0.46299999999999997,3.0,3.6,0.853,0.7,2.5,3.2,3.4,1.1,0.1,1.7,2.0,12.0
Dwight Anderson,Career,NBA,5,0,6.6,1.4,2.8,0.5,0.0,0.0,,1.4,2.8,0.5,0.5,1.4,2.0,0.7,0.0,0.4,0.4,0.6,0.2,0.0,1.0,1.4,4.2
Eric Anderson,Career,NBA,27,0,3.1,0.4,1.3,0.34299999999999997,0.1,0.1,1.0,0.4,1.2,0.303,0.371,0.6,1.0,0.593,0.4,0.7,1.1,0.2,0.1,0.1,0.3,0.9,1.6
Greg Anderson,Career,NBA,680,315,20.6,3.0,6.0,.492,0.0,0.0,.087,3.0,6.0,.494,.492,1.4,2.5,.557,2.1,4.1,6.2,0.6,0.7,0.9,1.4,2.6,7.3
J.J. Anderson,Career,NBA,157.0,2.0,12.5,1.9,4.2,0.465,0.0,0.1,0.0,1.9,4.1,0.47100000000000003,0.465,0.9,1.6,0.5579999999999999,1.2,1.6,2.8,0.7,0.7,0.2,0.8,1.6,4.8
James Anderson,Career,NBA,247.0,83.0,17.5,2.1,5.2,0.41100000000000003,0.8,2.5,0.321,1.3,2.7,0.495,0.488,0.7,0.9,0.755,0.4,1.8,2.3,1.2,0.5,0.2,0.9,1.2,5.8
Jerome Anderson,Career,NBA,49.0,,5.9,1.0,2.1,0.49,,,,,,,,0.5,0.7,0.6940000000000001,0.3,0.2,0.5,0.3,0.2,0.1,,1.0,2.6
Justin Anderson,Career,NBA,226.0,24.0,13.1,1.8,4.5,0.413,0.6,2.2,0.29600000000000004,1.2,2.3,0.522,0.485,0.9,1.2,0.774,0.6,1.9,2.5,0.7,0.4,0.3,0.6,1.2,5.2
Kenny Anderson,Career,NBA,858,693,30.1,4.7,11.1,.421,0.6,1.8,.346,4.0,9.2,.436,.449,2.6,3.3,.790,0.8,2.3,3.1,6.1,1.5,0.1,2.1,2.3,12.6
Kim Anderson,Career,NBA,21,,10.7,1.1,3.7,.312,,,,,,,,0.7,1.3,.536,0.8,1.3,2.1,0.7,0.2,0.2,1.0,2.0,3.0
Kyle Anderson,Career,NBA,411.0,212.0,20.4,2.4,5.0,0.486,0.3,1.0,0.32799999999999996,2.1,4.0,0.527,0.52,1.0,1.3,0.711,0.7,3.5,4.2,2.1,1.0,0.6,0.9,1.4,6.2
Michael Anderson,Career,NBA,36,12,20.3,2.0,4.9,0.41700000000000004,0.0,0.2,0.14300000000000002,2.0,4.7,0.429,0.42,1.6,2.3,0.695,1.2,1.3,2.5,4.3,1.2,0.1,2.3,1.8,5.7
Nick Anderson,Career,NBA,800.0,636.0,31.2,5.5,12.4,0.446,1.3,3.7,0.35600000000000004,4.2,8.7,0.485,0.5,2.1,3.1,0.667,1.3,3.8,5.1,2.6,1.4,0.5,1.7,1.9,14.4
Richard Anderson,Career,NBA,407,30,14.7,2.2,5.4,.412,0.4,1.1,.333,1.9,4.3,.432,.446,0.7,0.9,.762,1.1,2.4,3.5,1.5,0.6,0.2,0.9,1.7,5.6
Ron Anderson,Career,NBA,664,79,22.8,4.4,9.4,.471,0.2,0.6,.287,4.3,8.8,.482,.479,1.6,2.0,.814,1.3,2.2,3.5,1.4,0.7,0.1,1.1,1.5,10.6
Ryan Anderson,Career,NBA,649.0,289.0,25.8,4.2,10.1,0.42200000000000004,2.0,5.4,0.38,2.2,4.7,0.47,0.523,1.8,2.1,0.8540000000000001,1.9,3.3,5.3,0.9,0.5,0.3,0.9,1.9,12.3
Shandon Anderson,Career,NBA,719.0,226.0,22.2,2.8,6.1,0.457,0.4,1.4,0.316,2.3,4.7,0.498,0.49200000000000005,1.4,1.9,0.7390000000000001,0.8,2.3,3.1,1.4,0.8,0.3,1.3,2.0,7.4
Willie Anderson,Career,NBA,555,432,28.8,5.1,10.7,.471,0.2,0.7,.266,4.9,10.1,.485,.479,1.9,2.4,.786,1.0,2.8,3.8,3.8,1.1,0.6,2.1,2.7,12.2
Wally Anderzunas,Career,NBA,44,,8.4,1.5,3.8,0.392,,,,,,,,0.7,1.0,0.63,,,1.9,0.2,,,,1.1,3.6
Martynas Andriuškevičius,Career,NBA,6,0,1.5,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,,0.2,0.5,0.7,0.0,0.3,0.0,0.0,0.2,0.0
Don Anielak,Career,NBA,1,,10.0,0.0,4.0,0.0,,,,,,,,3.0,4.0,0.75,,,2.0,0.0,,,,0.0,3.0
Ike Anigbogu,Career,NBA,14,0,2.6,0.3,0.9,0.33299999999999996,0.0,0.0,,0.3,0.9,0.33299999999999996,0.33299999999999996,0.4,0.4,0.833,0.4,0.4,0.9,0.1,0.1,0.3,0.2,0.1,0.9
Michael Ansley,Career,NBA,149.0,6.0,14.4,2.6,5.0,0.513,0.0,0.0,,2.6,5.0,0.513,0.513,1.7,2.4,0.722,2.1,2.1,4.2,0.4,0.3,0.2,0.6,1.9,6.9
Chris Anstey,Career,NBA,155.0,23.0,13.9,2.0,4.7,0.413,0.0,0.2,0.138,1.9,4.5,0.424,0.41600000000000004,1.3,1.7,0.755,1.1,2.3,3.4,0.8,0.5,0.4,0.9,2.4,5.2
Giannis Antetokounmpo,Career,NBA,573,508,32.6,7.6,14.3,0.53,0.6,2.2,0.287,6.9,12.1,0.574,0.552,5.0,6.9,0.718,1.7,7.4,9.1,4.5,1.2,1.3,2.8,3.0,20.8
Kostas Antetokounmpo,Career,NBA,15.0,0.0,4.2,0.3,0.7,0.455,0.0,0.0,,0.3,0.7,0.455,0.455,0.3,0.8,0.41700000000000004,0.3,0.7,1.0,0.1,0.3,0.2,0.5,0.3,1.0
Thanasis Antetokounmpo,Career,NBA,58.0,3.0,8.4,1.3,2.4,0.546,0.1,0.5,0.233,1.2,1.9,0.631,0.5710000000000001,0.3,0.7,0.442,0.8,1.0,1.8,0.7,0.4,0.2,0.7,1.1,3.1
Carmelo Anthony,Career,NBA,1169.0,1117.0,35.3,8.3,18.6,0.447,1.3,3.7,0.35100000000000003,7.0,14.8,0.47100000000000003,0.48200000000000004,5.3,6.5,0.813,1.6,4.7,6.4,2.8,1.0,0.5,2.6,2.9,23.2
Cole Anthony,Career,NBA,25,17,26.7,4.0,10.8,0.375,1.1,3.3,0.325,3.0,7.4,0.39799999999999996,0.426,1.8,2.2,0.836,0.8,3.6,4.4,3.8,0.7,0.4,2.0,2.0,11.0
Greg Anthony,Career,NBA,757.0,227.0,20.9,2.5,6.3,0.40299999999999997,0.8,2.3,0.349,1.7,4.0,0.434,0.467,1.4,1.9,0.733,0.4,1.5,1.9,4.0,1.2,0.1,1.4,1.7,7.3
Joel Anthony,Career,NBA,490.0,110.0,14.4,0.8,1.6,0.513,0.0,0.0,,0.8,1.6,0.513,0.513,0.5,0.8,0.662,1.1,1.6,2.8,0.2,0.3,1.1,0.5,1.7,2.2
Pero Antić,Career,NBA,113,29,17.4,2.0,5.2,0.392,1.0,3.0,0.314,1.1,2.2,0.5,0.483,1.2,1.7,0.73,1.0,2.5,3.5,0.9,0.3,0.2,0.9,2.3,6.3
OG Anunoby,Career,NBA,241,167,24.6,3.3,6.9,0.48100000000000004,1.3,3.3,0.374,2.1,3.5,0.5820000000000001,0.5720000000000001,0.8,1.2,0.6779999999999999,1.0,2.9,3.9,1.1,1.0,0.4,1.0,2.2,8.7
Keith Appling,Career,NBA,5,0,5.4,0.4,1.6,0.25,0.0,0.6,0.0,0.4,1.0,0.4,0.25,0.4,0.4,1.0,0.0,0.2,0.2,0.2,0.2,0.0,0.6,1.0,1.2
Rafael Araújo,Career,NBA,139.0,75.0,11.4,1.1,2.8,0.405,0.0,0.0,0.25,1.1,2.7,0.40700000000000003,0.406,0.5,0.8,0.679,0.9,1.9,2.8,0.3,0.4,0.1,0.8,2.2,2.8
Stacey Arceneaux,Career,NBA,7,,15.7,3.1,8.0,0.39299999999999996,,,,,,,,0.9,1.9,0.462,,,4.6,0.6,,,,1.4,7.1
Robert Archibald,Career,NBA,44.0,3.0,7.5,0.3,1.2,0.28300000000000003,0.0,0.0,,0.3,1.2,0.28300000000000003,0.28300000000000003,0.5,1.1,0.429,0.6,1.0,1.6,0.4,0.3,0.1,0.4,1.3,1.2
Tiny Archibald,Career,NBA,876,268,35.6,6.7,14.4,.467,0.1,0.3,.224,6.7,14.3,.469,.468,5.3,6.6,.810,0.5,1.6,2.3,7.4,1.1,0.1,2.7,2.3,18.8
Ryan Arcidiacono,Career,NBA,192,36,18.3,1.7,4.0,0.42700000000000005,0.8,2.3,0.36700000000000005,0.9,1.7,0.508,0.532,0.7,0.8,0.821,0.3,1.8,2.1,2.3,0.6,0.0,0.6,1.7,4.9
Jim Ard,Career,TOT,431.0,,13.4,1.7,4.3,0.402,0.0,0.1,0.235,1.7,4.3,0.40399999999999997,0.40299999999999997,0.9,1.4,0.662,1.3,2.9,4.3,0.6,0.2,0.5,1.3,1.7,4.4
Gilbert Arenas,Career,NBA,552,455,35.1,6.7,16.0,.421,2.0,5.6,.351,4.8,10.5,.458,.482,5.2,6.5,.803,0.8,3.1,3.9,5.3,1.6,0.2,3.2,3.0,20.7
Trevor Ariza,Career,NBA,1072.0,736.0,29.7,3.8,8.9,0.42200000000000004,1.4,4.1,0.35100000000000003,2.3,4.8,0.483,0.503,1.6,2.1,0.732,1.0,3.8,4.8,2.2,1.5,0.3,1.3,2.0,10.5
Paul Arizin,Career,NBA,713,,38.4,7.9,18.7,.421,,,,,,,,7.0,8.7,.810,,,8.6,2.3,,,,3.9,22.8
Joe Arlauckas,Career,NBA,9,0,9.4,1.6,4.8,.326,0.0,0.0,,1.6,4.8,.326,.326,0.7,0.9,.750,0.7,0.8,1.4,0.9,0.3,0.4,0.4,1.8,3.8
B.J. Armstrong,Career,NBA,747.0,341.0,23.8,3.8,8.0,0.47700000000000004,0.6,1.4,0.425,3.2,6.6,0.48700000000000004,0.513,1.6,1.9,0.856,0.3,1.5,1.8,3.3,0.7,0.1,1.2,1.5,9.8
Bob Armstrong,Career,NBA,19,,5.8,0.6,1.9,0.297,,,,,,,,0.3,0.6,0.5,,,2.1,0.2,,,,0.7,1.5
Brandon Armstrong,Career,NBA,108,0,6.5,0.9,2.7,0.35200000000000004,0.2,0.7,0.33299999999999996,0.7,2.0,0.358,0.395,0.1,0.2,0.6,0.2,0.4,0.6,0.2,0.2,0.0,0.3,0.8,2.2
Curly Armstrong,Career,TOT,153,,,2.3,7.7,0.295,,,,,,,,2.3,3.3,0.6920000000000001,,,2.3,2.3,,,,3.0,6.8
Darrell Armstrong,Career,NBA,840,337,23.7,3.2,7.7,.409,1.1,3.3,.334,2.1,4.5,.465,.480,1.7,2.0,.871,0.8,1.9,2.7,4.0,1.3,0.1,1.9,1.7,9.2
Hilton Armstrong,Career,NBA,292.0,40.0,11.6,1.2,2.4,0.501,0.0,0.0,0.28600000000000003,1.2,2.3,0.503,0.502,0.6,1.1,0.5820000000000001,1.0,1.6,2.6,0.3,0.3,0.5,0.8,1.9,3.0
Tate Armstrong,Career,NBA,92,,10.6,1.7,3.8,0.45399999999999996,,,,,,,,0.3,0.4,0.8,0.3,0.6,1.0,1.1,0.4,0.0,0.9,0.7,3.8
Jesse Arnelle,Career,NBA,31,,13.2,1.7,5.3,0.317,,,,,,,,1.4,2.2,0.623,,,5.5,0.6,,,,1.9,4.7
Jay Arnette,Career,NBA,114,,10.3,1.4,3.9,0.365,,,,,,,,0.9,1.1,0.76,,,1.0,1.2,,,,2.0,3.7
Bob Arnzen,Career,TOT,111,,8.6,1.7,3.7,.465,0.0,0.1,.200,1.7,3.7,.468,.466,0.5,0.7,.800,0.6,0.6,2.0,0.3,0.2,0.1,0.3,0.8,4.0
Carlos Arroyo,Career,NBA,569,191,18.7,2.5,5.7,.438,0.2,0.7,.338,2.3,5.0,.452,.459,1.4,1.7,.806,0.4,1.3,1.7,3.1,0.5,0.0,1.2,1.5,6.6
Darrell Arthur,Career,NBA,503,106,17.8,2.7,6.2,.444,0.3,0.9,.352,2.4,5.3,.460,.470,0.7,0.9,.765,1.1,2.4,3.5,0.8,0.6,0.6,0.8,2.5,6.5
John Arthurs,Career,NBA,11,,7.8,1.1,3.2,0.34299999999999997,,,,,,,,1.0,1.4,0.733,,,1.3,1.5,,,,1.4,3.2
Jamel Artis,Career,NBA,15,1,18.6,2.1,5.3,0.392,0.5,1.9,0.276,1.5,3.3,0.46,0.44299999999999995,0.5,0.8,0.583,0.3,2.3,2.5,1.2,0.1,0.2,0.5,0.7,5.1
Ömer Aşık,Career,NBA,471,262,19.6,2.0,3.8,.528,0.0,0.0,.000,2.0,3.8,.528,.528,1.2,2.3,.551,2.2,4.9,7.1,0.6,0.4,0.7,1.2,2.0,5.3
Vincent Askew,Career,NBA,467,27,20.0,2.6,5.4,.479,0.2,0.5,.300,2.4,4.9,.499,.494,1.7,2.3,.754,0.9,1.7,2.5,2.2,0.7,0.2,1.1,2.1,7.1
Keith Askins,Career,NBA,486,80,16.4,1.4,3.5,0.401,0.6,1.6,0.355,0.8,1.9,0.44,0.483,0.5,0.6,0.7170000000000001,1.1,1.9,2.9,0.8,0.6,0.3,0.7,2.3,3.8
Don Asmonga,Career,NBA,7,,6.6,0.3,2.1,0.133,,,,,,,,0.1,0.1,1.0,,,0.1,0.7,,,,1.7,0.7
Dick Atha,Career,NBA,43,,10.4,1.2,3.1,.393,,,,,,,,0.7,0.9,.795,,,1.5,1.2,,,,1.5,3.2
Chucky Atkins,Career,NBA,696,325,24.9,3.6,8.7,.412,1.3,3.7,.364,2.2,5.0,.447,.489,1.4,1.8,.772,0.3,1.4,1.7,3.4,0.7,0.1,1.5,1.8,9.9
Al Attles,Career,NBA,711,,25.1,3.5,7.8,0.451,,,,,,,,1.9,3.0,0.632,,,3.5,3.5,,,,3.4,8.9
Chet Aubuchon,Career,BAA,30,,,0.8,3.0,0.253,,,,,,,,0.6,1.2,0.5429999999999999,,,,0.7,,,,1.5,2.2
Stacey Augmon,Career,NBA,1001.0,472.0,21.6,3.0,6.5,0.469,0.0,0.1,0.152,3.0,6.4,0.473,0.47,1.9,2.6,0.728,1.3,1.9,3.2,1.6,1.0,0.3,1.2,1.7,8.0
D.J. Augustin,Career,NBA,909.0,326.0,23.9,3.1,7.7,0.41100000000000003,1.3,3.4,0.379,1.9,4.3,0.43700000000000006,0.496,2.1,2.5,0.867,0.3,1.6,1.9,4.0,0.6,0.0,1.5,1.4,9.7
James Augustine,Career,NBA,27,0,5.8,0.7,1.4,0.514,0.0,0.0,,0.7,1.4,0.514,0.514,0.1,0.3,0.5,0.6,0.6,1.2,0.1,0.2,0.1,0.2,0.7,1.6
Isaac Austin,Career,NBA,432,166,19.3,3.0,6.7,.446,0.0,0.1,.176,3.0,6.6,.451,.448,1.6,2.4,.670,1.4,3.3,4.7,1.2,0.5,0.5,1.6,2.2,7.6
Johnny Austin,Career,TOT,45.0,,16.7,2.5,6.7,0.375,0.0,0.3,0.0,2.5,6.4,0.39,0.375,2.5,3.5,0.731,,,1.6,1.4,,,1.4,2.7,7.6
Ken Austin,Career,NBA,7,0,4.0,0.9,1.9,0.462,0.0,0.0,,0.9,1.9,0.462,0.462,0.0,0.0,,0.3,0.1,0.4,0.1,0.1,0.1,0.4,1.0,1.7
Deni Avdija,Career,NBA,43,21,22.6,2.4,5.7,0.424,1.0,3.1,0.32299999999999995,1.4,2.6,0.545,0.512,0.4,0.7,0.613,0.4,4.4,4.8,1.2,0.6,0.2,0.7,2.7,6.2
Anthony Avent,Career,NBA,352,156,19.1,2.3,5.7,.403,0.0,0.0,.000,2.3,5.7,.404,.403,0.9,1.4,.686,1.6,2.9,4.5,0.8,0.5,0.6,1.2,2.3,5.6
Bird Averitt,Career,TOT,366.0,,22.3,4.8,11.8,0.405,0.2,1.0,0.249,4.6,11.1,0.414,0.41200000000000003,2.4,3.3,0.743,0.5,1.3,1.9,2.9,0.9,0.2,2.5,2.3,12.1
William Avery,Career,NBA,142,1,8.5,1.0,2.9,0.33,0.3,1.1,0.255,0.7,1.8,0.376,0.37799999999999995,0.5,0.6,0.7140000000000001,0.1,0.5,0.7,1.4,0.2,0.0,0.7,0.9,2.7
Dennis Awtrey,Career,NBA,733.0,3.0,19.3,1.9,4.1,0.45899999999999996,0.0,0.0,,1.9,4.1,0.45899999999999996,0.45899999999999996,1.0,1.6,0.652,1.3,2.9,4.6,2.0,0.4,0.3,1.1,2.3,4.8
Gustavo Ayón,Career,NBA,135.0,41.0,16.7,2.1,3.9,0.536,0.0,0.0,0.0,2.1,3.9,0.537,0.536,0.5,1.0,0.504,1.4,3.0,4.4,1.3,0.7,0.5,0.9,2.0,4.7
Jeff Ayres,Career,NBA,237,15,9.8,1.2,2.2,.553,0.0,0.0,.400,1.2,2.2,.554,.555,0.5,0.6,.776,0.8,1.8,2.7,0.4,0.2,0.3,0.6,1.5,2.9
Deandre Ayton,Career,NBA,157,150,31.1,7.1,12.3,0.579,0.0,0.2,0.20600000000000002,7.1,12.1,0.586,0.581,1.9,2.6,0.752,3.4,7.4,10.7,1.7,0.7,1.1,1.8,3.0,16.2
Kelenna Azubuike,Career,NBA,208,84,24.2,3.9,8.4,.459,1.0,2.5,.409,2.8,5.9,.480,.519,1.8,2.3,.770,1.2,2.8,4.0,1.1,0.6,0.5,1.0,2.0,10.5
Udoka Azubuike,Career,NBA,12,0,4.1,0.3,0.6,0.5710000000000001,0.0,0.0,,0.3,0.6,0.5710000000000001,0.5710000000000001,0.3,0.5,0.667,0.3,0.8,1.1,0.0,0.1,0.3,0.3,0.7,1.0
Chris Babb,Career,NBA,14,0,9.4,0.6,2.1,0.267,0.4,1.9,0.222,0.1,0.2,0.667,0.36700000000000005,0.0,0.0,,0.3,0.9,1.2,0.2,0.4,0.0,0.2,0.9,1.6
Luke Babbitt,Career,NBA,381.0,107.0,14.0,1.7,4.2,0.408,1.0,2.6,0.402,0.7,1.6,0.41700000000000004,0.532,0.3,0.4,0.747,0.3,1.9,2.2,0.6,0.2,0.2,0.4,1.4,4.8
Miloš Babić,Career,NBA,21.0,0.0,4.1,0.6,1.5,0.375,0.0,0.0,,0.6,1.5,0.375,0.375,0.6,1.0,0.65,0.4,0.6,1.0,0.5,0.1,0.0,0.5,0.3,1.8
Johnny Bach,Career,BAA,34,,,1.0,3.5,0.28600000000000003,,,,,,,,1.5,2.2,0.68,,,,0.7,,,,0.7,3.5
Dwayne Bacon,Career,NBA,183.0,60.0,18.4,2.5,6.3,0.402,0.6,1.9,0.337,1.9,4.4,0.43,0.452,1.0,1.2,0.774,0.2,2.3,2.5,1.1,0.4,0.1,0.6,1.3,6.6
Henry Bacon,Career,ABA,47,,9.0,1.3,3.5,0.366,0.0,0.2,0.2,1.2,3.3,0.377,0.37200000000000005,0.9,1.6,0.603,0.9,0.9,1.7,0.8,,,1.4,1.5,3.5
Jim Baechtold,Career,NBA,321.0,,25.7,3.5,9.0,0.38799999999999996,,,,,,,,2.8,3.5,0.7829999999999999,,,3.1,2.1,,,,2.5,9.7
Dalibor Bagarić,Career,NBA,95,0,10.2,1.0,2.8,0.361,0.0,0.0,0.0,1.0,2.8,0.363,0.361,0.6,1.1,0.5589999999999999,0.9,1.6,2.5,0.4,0.3,0.5,0.8,1.7,2.6
John Bagley,Career,NBA,665,401,25.7,3.5,8.1,.437,0.2,0.7,.241,3.4,7.4,.456,.448,1.5,1.9,.779,0.6,2.0,2.6,6.0,1.1,0.1,2.3,1.6,8.7
Marvin Bagley,Career,NBA,112,47,25.5,5.7,11.5,0.499,0.6,1.9,0.318,5.1,9.6,0.535,0.525,2.4,3.6,0.664,2.5,5.0,7.5,1.0,0.5,0.8,1.5,2.3,14.5
Carl Bailey,Career,NBA,1,0,7.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
Gus Bailey,Career,NBA,147,,9.2,1.1,2.6,.406,0.1,0.1,1.000,1.1,2.6,.405,.408,0.5,1.0,.510,0.6,1.0,1.7,1.1,0.4,0.3,0.6,1.0,2.6
James Bailey,Career,NBA,595,105,19.5,3.4,7.1,.484,0.0,0.0,.077,3.4,7.1,.485,.484,1.9,2.8,.703,1.7,3.3,5.0,0.8,0.5,0.9,1.8,3.3,8.8
Thurl Bailey,Career,NBA,928,229,26.8,5.1,10.8,.473,0.0,0.0,.114,5.1,10.8,.474,.473,2.5,3.1,.812,1.4,3.7,5.1,1.4,0.5,1.2,1.6,2.0,12.8
Toby Bailey,Career,NBA,73,12,9.6,1.3,3.1,0.40700000000000003,0.0,0.2,0.2,1.2,2.9,0.42200000000000004,0.414,0.7,1.1,0.6920000000000001,0.7,1.0,1.7,0.6,0.3,0.1,0.5,1.1,3.3
