Player,TRB,AST,STL,BLK,PTS
Devin Vassell,3.0,0.9,0.9,0.3,5.3
David Vaughn,3.1,0.3,0.3,0.4,2.9
Jacque Vaughn,1.3,2.5,0.5,0.0,4.5
Rashad Vaughn,1.1,0.5,0.4,0.2,3.0
Loy Vaught,7.1,0.9,0.7,0.3,10.1
Pete Verhoeven,2.3,0.5,0.5,0.2,3.5
Jan Veselý,3.5,0.6,0.7,0.5,3.6
Gundars Vētra,0.6,0.5,0.2,0.0,3.5
Charlie Villanueva,4.6,0.8,0.5,0.5,10.4
Gabe Vincent,1.0,1.3,0.5,0.0,4.9
Jay Vincent,5.5,2.0,0.7,0.3,15.2
Sam Vincent,2.1,3.9,0.7,0.2,7.8
Marcus Vinicius,0.7,0.3,0.1,0.1,1.9
Fred Vinson,0.1,0.1,0.2,0.0,1.3
Alexander Volkov,2.6,2.2,0.7,0.3,6.8
Noah Vonleh,5.1,0.8,0.4,0.4,4.9
Jake Voskuhl,3.4,0.5,0.3,0.4,4.0
Danny Vranes,3.9,1.2,0.7,0.5,5.1
Jackson Vroman,3.0,0.6,0.4,0.3,3.3
Nikola Vučević,10.3,2.7,0.9,0.9,16.7
Sasha Vujačić,1.9,1.3,0.6,0.1,5.3
Dean Wade,2.4,0.8,0.3,0.3,4.1
Dwyane Wade,4.7,5.4,1.5,0.8,22.0
Mark Wade,1.3,3.0,0.6,0.1,0.7
Von Wafer,1.2,0.7,0.4,0.1,5.3
Dajuan Wagner,1.4,1.9,0.7,0.1,9.4
Milt Wagner,0.7,1.4,0.2,0.1,4.1
Moritz Wagner,3.3,1.0,0.5,0.3,6.7
Dion Waiters,2.6,2.8,0.9,0.3,13.1
Granville Waiters,2.2,0.5,0.2,0.7,2.4
Antoine Walker,7.7,3.5,1.2,0.5,17.5
Darrell Walker,4.4,4.6,1.5,0.3,8.9
Foots Walker,2.6,4.7,1.5,0.1,6.4
Henry Walker,2.2,0.8,0.5,0.1,6.0
Kemba Walker,3.8,5.4,1.3,0.4,19.8
Kenny Walker,4.0,0.7,0.5,0.7,7.0
Lonnie Walker,2.3,1.2,0.5,0.3,7.5
Samaki Walker,4.7,0.6,0.3,0.7,5.3
Wally Walker,3.1,1.5,0.4,0.2,7.0
John Wall,4.3,9.1,1.7,0.7,19.0
Ben Wallace,9.6,1.3,1.3,2.0,5.7
Gerald Wallace,5.8,2.1,1.4,0.8,11.9
John Wallace,2.8,0.7,0.4,0.6,7.6
Rasheed Wallace,6.7,1.8,1.0,1.3,14.4
Tyrone Wallace,2.2,1.2,0.5,0.2,5.2
Jamie Waller,1.4,0.3,0.4,0.1,4.7
Rex Walters,1.2,1.7,0.4,0.1,4.6
Bill Walton,10.5,3.4,0.8,2.2,13.3
Derrick Walton,0.8,1.0,0.3,0.1,2.0
Luke Walton,2.8,2.3,0.6,0.2,4.7
Brad Wanamaker,1.7,2.3,0.7,0.1,5.6
Charlie Ward,2.6,4.0,1.2,0.2,6.3
Casper Ware,1.0,1.1,0.9,0.0,5.3
T.J. Warren,4.1,1.2,1.0,0.5,15.5
Willie Warren,0.6,1.4,0.3,0.0,1.9
Bryan Warrick,1.3,2.6,0.5,0.1,4.0
Hakim Warrick,4.0,0.8,0.4,0.3,9.4
Chris Washburn,2.4,0.3,0.2,0.2,3.1
Julian Washburn,2.3,0.8,0.7,0.1,2.2
Darius Washington,1.1,0.8,0.3,0.0,2.9
Duane Washington,1.3,2.1,0.7,0.0,2.8
Eric Washington,2.1,1.0,0.8,0.4,6.9
Kermit Washington,8.3,1.4,0.8,1.1,9.2
P.J. Washington,5.9,2.4,0.9,1.0,12.0
Pearl Washington,1.9,3.8,1.3,0.1,8.6
Richard Washington,6.3,1.2,0.6,0.8,9.8
Yuta Watanabe,2.3,0.4,0.3,0.3,2.4
Tremont Waters,0.8,2.0,0.7,0.1,3.1
C.J. Watson,1.9,2.5,0.9,0.1,7.2
Earl Watson,2.3,4.4,1.0,0.2,6.4
Jamie Watson,1.5,1.1,0.6,0.2,3.2
Paul Watson,1.5,0.6,0.3,0.1,3.0
Maalik Wayns,0.3,1.0,0.3,0.0,2.7
Travis Wear,2.1,0.7,0.3,0.2,4.0
Clarence Weatherspoon,7.5,1.5,1.0,0.9,11.5
Quinndary Weatherspoon,0.4,0.7,0.3,0.1,0.8
Kyle Weaver,2.2,1.6,0.8,0.5,5.0
Marcus Webb,1.1,0.2,0.1,0.2,4.3
Spud Webb,2.1,5.3,1.1,0.1,9.9
Chris Webber,9.8,4.2,1.4,1.4,20.7
Briante Weber,1.9,1.4,0.9,0.2,3.2
Martell Webster,3.1,1.0,0.5,0.3,8.7
Scott Wedman,4.8,2.0,0.9,0.3,13.2
Sonny Weems,2.2,1.4,0.5,0.2,6.5
Bonzi Wells,4.6,2.1,1.3,0.3,12.1
Bubba Wells,1.7,0.9,0.4,0.1,3.3
Chris Welp,2.4,0.4,0.3,0.5,3.3
Jiří Welsch,2.4,1.5,0.8,0.1,6.1
Thomas Welsh,0.4,0.5,0.0,0.0,1.6
Bill Wennington,3.0,0.6,0.3,0.3,4.6
Robert Werdann,1.7,0.2,0.3,0.2,2.1
David Wesley,2.5,4.4,1.3,0.2,12.5
David West,6.4,2.2,0.7,0.8,13.6
Delonte West,2.9,3.6,1.1,0.4,9.7
Doug West,2.5,1.9,0.7,0.3,9.6
Mario West,0.9,0.3,0.3,0.0,1.0
Mark West,4.9,0.4,0.3,1.3,5.7
Russell Westbrook,7.2,8.4,1.7,0.3,23.2
Paul Westphal,1.9,4.4,1.3,0.3,15.6
Ennis Whatley,1.8,4.6,1.0,0.1,5.6
DeJuan Wheat,0.7,1.6,0.4,0.0,3.3
Clinton Wheeler,0.8,1.8,0.7,0.0,2.9
Andrew White,2.3,0.4,0.2,0.1,4.6
Coby White,3.9,3.5,0.7,0.1,13.9
D.J. White,3.2,0.6,0.3,0.4,5.9
Derrick White,3.2,3.4,0.8,0.8,10.3
Eric White,2.4,0.5,0.3,0.1,6.1
Jahidi White,5.8,0.2,0.4,1.1,5.9
James White,1.0,0.5,0.3,0.1,2.7
Okaro White,2.2,0.5,0.3,0.3,2.7
Randy White,4.9,0.6,0.7,0.5,7.4
Rodney White,2.2,1.1,0.5,0.3,7.1
Rory White,2.3,0.7,0.6,0.2,7.4
Tony White,0.6,1.2,0.4,0.0,5.3
Willie White,1.0,1.0,0.3,0.0,3.7
Isaiah Whitehead,2.4,2.4,0.6,0.4,7.2
Jerome Whitehead,4.8,0.6,0.4,0.3,6.5
Donald Whiteside,0.4,1.2,0.4,0.0,2.0
Hassan Whiteside,11.4,0.7,0.6,2.4,13.4
Chris Whitney,1.4,2.8,0.6,0.1,6.5
Hawkeye Whitney,2.1,1.2,0.8,0.1,5.8
Shayne Whittington,1.5,0.3,0.2,0.1,2.5
Andrew Wiggins,4.4,2.3,1.0,0.6,19.6
Mitchell Wiggins,3.2,1.6,1.0,0.1,10.0
C.J. Wilcox,0.5,0.5,0.2,0.1,2.0
Chris Wilcox,4.9,0.7,0.5,0.4,8.2
Jacob Wiley,2.2,0.4,0.2,0.0,0.8
Michael Wiley,2.6,0.7,0.5,0.2,7.4
Morlon Wiley,1.2,2.4,0.8,0.1,3.7
Bob Wilkerson,4.2,3.4,1.3,0.3,10.1
Jamaal Wilkes,6.2,2.5,1.3,0.3,17.7
James Wilkes,2.4,0.9,0.5,0.3,4.8
Damien Wilkins,2.3,1.4,0.7,0.2,6.2
Dominique Wilkins,6.7,2.5,1.3,0.6,24.8
Eddie Lee Wilkins,3.1,0.2,0.3,0.2,4.8
Gerald Wilkins,2.9,3.0,1.0,0.2,13.0
Jeff Wilkins,5.7,1.0,0.4,0.5,7.9
Dale Wilkinson,0.3,0.2,0.0,0.0,1.2
Mike Wilks,1.0,1.2,0.4,0.0,2.5
Aaron Williams,3.9,0.7,0.4,0.8,5.8
Alan Williams,5.5,0.6,0.6,0.6,6.2
Alvin Williams,2.5,4.1,1.2,0.2,9.0
Brandon Williams,1.0,0.2,0.4,0.2,2.3
Buck Williams,10.0,1.3,0.8,0.8,12.8
C.J. Williams,1.2,1.0,0.7,0.2,4.7
Corey Williams,0.9,0.7,0.2,0.1,2.4
Deron Williams,3.1,8.1,1.0,0.2,16.3
Derrick Williams,4.0,0.7,0.5,0.3,8.9
Elliot Williams,1.5,0.9,0.4,0.1,4.9
Eric Williams,3.3,1.4,0.8,0.2,8.6
Frank Williams,0.9,1.9,0.4,0.1,2.9
Freeman Williams,1.6,1.6,0.8,0.1,14.7
Grant Williams,2.8,1.0,0.5,0.5,3.9
Gus Williams,2.7,5.6,2.0,0.4,17.1
Guy Williams,1.3,0.3,0.2,0.2,2.6
Herb Williams,5.9,1.7,0.5,1.5,10.8
Hot Rod Williams,6.8,1.8,0.8,1.6,11.0
Jason Williams,2.3,5.9,1.2,0.1,10.5
Jawad Williams,1.5,0.6,0.2,0.1,3.8
Jay Williams,2.6,4.7,1.1,0.2,9.5
Jayson Williams,7.5,0.6,0.4,0.6,7.3
Jerome Williams,6.4,0.8,1.1,0.2,6.6
John Williams,5.1,2.9,1.3,0.4,10.1
Johnathan Williams,4.2,0.5,0.2,0.4,5.2
Justin Williams,3.3,0.0,0.2,0.4,3.4
Kenny Williams,2.7,0.6,0.3,0.6,4.8
Kenrich Williams,4.5,1.7,0.8,0.4,5.8
Kevin Williams,1.4,1.2,0.6,0.1,4.9
Lorenzo Williams,6.3,1.0,0.5,1.4,3.0
Lou Williams,2.3,3.5,0.9,0.2,14.4
Marcus Williams,1.8,2.8,0.4,0.0,5.6
Marvin Williams,5.2,1.3,0.8,0.5,10.2
Micheal Williams,2.5,5.8,1.7,0.2,11.0
Mike Williams,1.1,0.1,0.1,0.3,0.7
Mo Williams,2.8,4.9,0.9,0.1,13.2
Monty Williams,2.8,1.2,0.6,0.3,6.3
Patrick Williams,4.8,1.3,0.7,0.7,9.8
Ray Williams,3.6,5.8,1.8,0.3,15.5
Reggie Williams,4.0,2.5,1.3,0.7,12.5
Reggie Williams,2.4,1.5,0.4,0.1,7.8
Rickey Williams,0.9,0.8,0.5,0.1,3.3
Rob Williams,2.2,5.4,1.1,0.1,8.6
Robert Williams,4.8,1.0,0.7,1.5,5.5
Sam Williams,4.5,0.6,0.8,1.2,6.3
Scott Williams,4.7,0.6,0.5,0.6,5.1
Sean Williams,3.4,0.3,0.3,1.2,4.2
Shammond Williams,1.6,2.4,0.6,0.0,5.8
Shawne Williams,3.0,0.7,0.4,0.5,5.6
Shelden Williams,4.3,0.5,0.5,0.5,4.5
Sly Williams,4.2,2.0,1.1,0.2,10.9
Terrence Williams,3.6,2.4,0.5,0.1,7.1
Travis Williams,2.4,0.5,0.4,0.1,3.2
Troy Williams,2.7,0.7,0.8,0.3,6.0
Walt Williams,3.9,2.3,0.9,0.6,11.8
Nigel Williams-Goss,0.6,0.6,0.3,0.1,1.4
Corliss Williamson,3.9,1.2,0.6,0.3,11.1
Zion Williamson,6.8,3.0,0.8,0.6,25.0
Kevin Willis,8.4,0.9,0.7,0.5,12.1
Bill Willoughby,3.9,0.8,0.4,0.6,6.0
Dedric Willoughby,2.0,2.6,0.9,0.1,7.6
D.J. Wilson,3.0,0.7,0.2,0.3,4.1
Jamil Wilson,2.1,0.7,0.3,0.5,7.0
Michael Wilson,1.1,1.4,0.5,0.2,3.4
Othell Wilson,1.7,3.3,0.9,0.1,4.2
Ricky Wilson,1.1,2.9,1.0,0.1,5.2
Trevor Wilson,3.4,1.0,0.5,0.1,5.7
Kyle Wiltjer,0.7,0.1,0.2,0.1,0.9
Kennard Winchester,1.1,0.4,0.2,0.2,3.4
Dylan Windler,3.5,1.1,0.6,0.4,5.2
David Wingate,1.9,1.9,0.8,0.2,5.6
Dontonio Wingfield,2.4,0.7,0.3,0.1,3.7
Justise Winslow,5.3,2.7,0.9,0.4,8.9
Rickie Winslow,1.0,0.3,0.1,0.0,1.0
Cassius Winston,0.6,0.8,0.2,0.1,2.3
Brian Winters,2.6,4.1,1.2,0.3,16.2
James Wiseman,5.8,0.7,0.3,1.0,11.5
Jeff Withey,2.5,0.3,0.3,0.8,3.2
Randy Wittman,1.4,2.2,0.5,0.1,7.4
Garry Witts,1.3,0.8,0.4,0.1,2.9
Joe Wolf,3.3,1.0,0.4,0.2,4.2
Rubén Wolkowyski,1.1,0.1,0.1,0.4,2.0
Nate Wolters,2.2,2.5,0.5,0.2,5.5
Al Wood,3.0,1.8,0.7,0.4,11.8
Christian Wood,5.7,0.8,0.5,0.8,11.6
David Wood,2.4,0.7,0.4,0.2,3.9
Howard Wood,1.5,0.2,0.2,0.1,3.4
Leon Wood,1.2,3.2,0.5,0.0,6.4
Robert Woodard,1.0,0.0,0.0,0.2,1.6
Loren Woods,3.2,0.3,0.3,0.6,2.6
Qyntel Woods,2.3,0.6,0.4,0.2,4.1
Randy Woods,0.6,1.7,0.6,0.0,2.4
Mike Woodson,2.3,2.3,1.2,0.3,14.0
Orlando Woolridge,4.3,1.9,0.6,0.7,16.0
Haywoode Workman,2.3,3.9,1.0,0.1,5.5
Metta World Peace,4.5,2.7,1.7,0.5,13.2
Sam Worthen,1.7,1.7,0.8,0.1,3.5
James Worthy,5.1,3.0,1.1,0.7,17.6
Antoine Wright,2.3,1.0,0.5,0.2,5.4
Bracey Wright,1.5,0.8,0.4,0.0,5.0
Brad Wright,3.4,0.1,0.2,0.4,3.4
Brandan Wright,3.6,0.5,0.5,1.0,7.0
Chris Wright,2.0,0.3,0.4,0.6,3.7
Delon Wright,3.2,3.1,1.1,0.4,7.6
Dorell Wright,3.8,1.5,0.8,0.5,8.4
Howard Wright,2.5,0.2,0.2,0.3,3.3
Julian Wright,2.3,0.8,0.6,0.3,3.9
Larry Wright,1.6,3.4,0.8,0.2,8.2
Lorenzen Wright,6.4,0.8,0.6,0.7,8.0
Luther Wright,0.7,0.0,0.1,0.1,1.3
Sharone Wright,5.0,0.6,0.4,1.0,9.7
Justin Wright-Foreman,1.3,1.8,0.5,0.0,4.8
Tony Wroten,2.5,3.0,0.9,0.2,11.1
A.J. Wynder,0.5,1.3,0.2,0.0,2.0
Guerschon Yabusele,1.4,0.4,0.2,0.2,2.3
Vincent Yarbrough,2.7,2.2,1.0,0.6,6.9
Danny Young,1.2,2.9,0.9,0.1,4.6
James Young,1.0,0.3,0.3,0.1,2.3
Joe Young,1.0,0.9,0.3,0.0,3.4
Korleone Young,1.3,0.3,0.0,0.0,4.3
Michael Young,1.8,0.5,0.5,0.1,4.6
Nick Young,2.0,1.0,0.5,0.2,11.4
Sam Young,2.3,0.7,0.5,0.2,5.8
Thaddeus Young,5.9,1.8,1.5,0.4,13.1
Trae Young,3.9,8.8,0.9,0.2,24.1
Cody Zeller,6.0,1.4,0.7,0.7,8.7
Tyler Zeller,4.4,0.9,0.3,0.6,6.9
Wang Zhizhi,1.7,0.3,0.2,0.3,4.4
George Zídek,2.1,0.2,0.1,0.1,3.4
Paul Zipser,2.6,0.8,0.4,0.3,4.7
Ivica Zubac,5.9,1.0,0.3,0.8,7.6
